地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选,Cluster
顺义-中央别墅区-天裕昕园东区,南北,整租,3室2厅1卫,16,147.0,8200,链家,"官方核验,精装",0,1
石景山-苹果园-西山奥园,南,合租,3居室,21,10.1,2330,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
昌平-东关-北京风景68号院,南北,整租,3室2厅2卫,9,124.0,6200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,0
丰台-大红门-洋桥职工住宅,北,合租,4居室,21,10.9,2690,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,1
昌平-天通苑-天通西苑一区,北,合租,4居室,13,15.32,2490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
西城-月坛-二七剧场路,东南,整租,1室1厅1卫,23,44.0,6400,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
亦庄开发区-亦庄河西区-南海雅苑南区,东,整租,1室1厅1卫,16,60.76,3500,链家,"官方核验,精装,集中供暖,随时看房",0,1
西城-宣武门-前门西大街,南,整租,1室1厅1卫,11,37.27,6990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-北苑-中国铁建广场,南,整租,2房间1卫,27,76.9,13600,链家,"官方核验,近地铁,精装,集中供暖",0,1
海淀-万寿路-万寿路西街11号院,东西,整租,1室1厅1卫,6,55.76,6500,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-安贞-安贞西里,北,合租,3居室,16,9.3,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
西城-六铺炕-德外大街12号院,北,整租,1室1厅1卫,20,46.1,6800,链家,"官方核验,业主自荐,近地铁,精装,随时看房",0,1
大兴-黄村中-阳光乐府,南北,整租,3室2厅2卫,15,114.7,6200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
昌平-回龙观-风雅园一区,南,合租,3居室,6,12.7,2430,自如,"公寓,近地铁,精装,押一付一,随时看房",0,0
石景山-杨庄-西现代城,东南,整租,3室1厅1卫,18,116.93,7700,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
顺义-顺义城-石园北区,南北,整租,4室1厅1卫,6,110.0,3300,链家,"官方核验,集中供暖",0,0
朝阳-工体-幸福二村,南,整租,2室1厅1卫,6,55.0,7000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-四惠-爱这城三期,南北,整租,2室1厅1卫,18,101.13,10000,链家,"官方核验,精装,集中供暖",0,1
东城-东直门-东中街,东,合租,4居室,9,10.08,3160,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
丰台-西罗园-西罗园二区,南,整租,1室1厅1卫,14,57.0,4800,链家,"官方核验,集中供暖,随时看房",0,0
昌平-回龙观-龙锦苑五区,南北,整租,2室1厅1卫,6,96.45,6000,链家,"官方核验,精装,随时看房",0,0
海淀-中关村-科育小区,南,整租,2室1厅1卫,5,56.0,7500,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-朝青-珠江罗马嘉园东区,南,合租,3居室,17,8.4,2730,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
大兴-旧宫-东亚五环国际,西北,整租,3房间1卫,19,93.0,5500,链家,"官方核验,集中供暖",0,1
海淀-海淀北部新区-图景嘉园,南,合租,3居室,19,10.8,2960,自如,"公寓,精装,押一付一",0,1
东城-和平里-甘水桥,南,整租,2室1厅1卫,5,54.9,6800,链家,"官方核验,近地铁,精装,集中供暖",0,0
丰台-七里庄-北大街北里,南北,整租,3室1厅1卫,6,73.53,5800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
昌平-北七家-王府公寓,东南北,整租,2室1厅1卫,5,103.03,4000,链家,"官方核验,月租,集中供暖,随时看房",0,0
海淀-六里桥-橙色年代,东南,整租,2房间1卫,24,59.48,4900,链家,"官方核验,随时看房",0,1
海淀-田村-雅世合金公寓,东北,整租,2室1厅1卫,9,86.0,9500,链家,"官方核验,精装",0,0
朝阳-北苑-美立方,西,整租,2房间1卫,13,58.0,6000,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-石佛营-八里庄北里小区,南,合租,3居室,6,13.1,2930,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1,0
石景山-苹果园-雍景山岚,南北,整租,2室1厅1卫,17,87.81,7000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-双桥-远洋一方北润园,南,合租,4居室,18,16.2,2230,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",1,1
海淀-五道口-展春园,南,整租,1室1厅1卫,6,44.0,6700,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
丰台-丽泽-前泥洼小区,东南,整租,2室1厅1卫,6,45.7,5760,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
海淀-学院路-清林苑,南北,整租,3室2厅2卫,7,164.0,14500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
朝阳-定福庄-天泰定福苑,南北,整租,1室1厅1卫,6,58.0,4000,链家,"官方核验,近地铁,精装,随时看房",0,0
昌平-天通苑-天通苑北二区,东北,整租,2室1厅1卫,15,101.0,6600,链家,"官方核验,精装,集中供暖",0,1
丰台-万源-万源南里,南北,整租,2室1厅1卫,6,77.19,3900,链家,"官方核验,近地铁,集中供暖",0,0
西城-阜成门-阜成门外北四巷,南北,整租,3室1厅1卫,5,98.0,12500,链家,"官方核验,近地铁,精装,集中供暖",0,0
海淀-苏州桥-紫金庄园,东南,整租,1室1厅1卫,22,63.0,7500,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
朝阳-朝青-国美第一城2号院,西北,合租,4居室,27,10.4,2490,自如,"公寓,精装,集中供暖,押一付一",1,1
海淀-马连洼-柳浪家园东里,北,合租,3居室,10,9.35,2690,自如,"公寓,精装,押一付一,随时看房",0,0
朝阳-甘露园-都市经典家园,西北,合租,4居室,24,7.4,2090,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
房山-长阳-碧波园,南北,整租,3室1厅2卫,6,129.94,4300,链家,"官方核验,近地铁,精装,双卫生间,随时看房",0,0
西城-宣武门-四合上院,东西,整租,4室2厅3卫,13,194.0,36000,链家,"官方核验,近地铁,精装,集中供暖",0,2
丰台-科技园区-御景春天A区,西,整租,1室1厅1卫,21,48.52,4760,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
海淀-万寿路-万寿路甲2号院,东西北,整租,3室1厅2卫,14,116.0,16000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
西城-西单-西黄城根45号院,南,整租,1室1厅1卫,6,46.8,8300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
通州-潞苑-通瑞嘉苑东区,南,合租,3居室,26,8.1,1460,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-亚运村小营-欧陆经典,东,整租,1室1厅1卫,21,84.49,7300,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
亦庄开发区-亦庄-听涛雅苑,东西,整租,3室2厅2卫,8,137.09,7600,链家,"官方核验,集中供暖,双卫生间",0,0
海淀-苏州桥-稻香园,南,合租,2居室,6,9.1,3762,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0,0
海淀-清河-怡清园,南北,整租,2室1厅1卫,6,95.15,7100,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
大兴-科技园区-长丰园三区,南,合租,3居室,6,17.83,2660,自如,"公寓,独立卫生间,月租,精装,集中供暖,押一付一,随时看房",0,0
通州-潞苑-珠江国际城八区,南北,整租,4室2厅3卫,5,219.23,11000,链家,"官方核验,精装,随时看房",0,0
房山-良乡-远洋新仕界,东,整租,2房间1卫,15,40.0,2900,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
西城-金融街-佟麟阁路62号院,东南,整租,1室1厅1卫,16,46.6,7800,链家,"官方核验,近地铁,精装,集中供暖",0,1
顺义-马坡-中铁花溪渡,南北,整租,4室2厅3卫,5,238.0,9500,链家,"官方核验,精装,集中供暖",0,0
顺义-顺义城-龙府花园,南北,整租,2室1厅1卫,6,81.0,3300,链家,"官方核验,集中供暖,随时看房",0,0
海淀-安宁庄-毛纺住宅北小区,东,整租,2室1厅1卫,14,75.5,7160,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-团结湖-团结湖北三条,北,合租,3居室,5,7.4,2760,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一",1,0
海淀-紫竹桥-主语家园,南北,整租,4室2厅2卫,11,260.0,42000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,2
丰台-方庄-紫芳园二区香园,南北,整租,3室2厅2卫,11,138.21,14500,链家,"官方核验,集中供暖,双卫生间",0,0
朝阳-双桥-东一时区,南,整租,1室1厅1卫,15,48.0,5160,自如,"公寓,精装,集中供暖,押一付一",1,1
海淀-五棵松-金沟河3号院,西南,合租,3居室,6,22.0,3490,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
朝阳-三元桥-尚家楼48号院,西南,合租,3居室,12,9.6,2760,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,0
顺义-马坡-香悦四季东区,南北,整租,4室2厅3卫,2,230.13,20000,链家,"官方核验,精装",0,2
东城-安定门-安德路47号院,东,整租,1室1厅1卫,6,36.7,5000,链家,"官方核验,近地铁,精装,集中供暖",0,0
东城-东四-西仓门胡同,南北,整租,2室1厅1卫,1,35.0,7000,链家,"官方核验,近地铁,精装",0,0
通州-马驹桥-合生世界花园,北,整租,2房间1卫,12,60.0,3200,链家,"官方核验,精装,集中供暖,随时看房",0,0
海淀-西北旺-东馨园,南,合租,4居室,6,18.0,2900,中润置家,"租住保障,公寓,独立阳台,集中供暖,随时看房",1,0
通州-武夷花园-京贸中心,南,整租,1室1厅1卫,24,63.0,2800,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-欢乐谷-北京华侨城1号院,西北,整租,1室1厅1卫,32,64.47,7800,链家,"官方核验,近地铁,精装,集中供暖",0,1
密云-密云镇-海阔水岸花墅,南,整租,4室1厅3卫,4,132.67,6500,链家,"官方核验,精装,随时看房",0,0
西城-牛街-春风胡同社区,南,整租,1室1厅1卫,5,45.44,6590,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-东大桥-旺座中心公寓,东,整租,1室1厅1卫,30,114.34,15000,链家,"官方核验,精装,集中供暖",0,1
朝阳-红庙-延静里中街,南,合租,2居室,4,16.7,3490,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1,0
密云-果园街道-果园西里,南北,整租,2室2厅2卫,6,95.2,1980,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
大兴-高米店-骏城,北,合租,5居室,6,19.26,1790,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
石景山-鲁谷-北重西厂,南北,整租,2室1厅1卫,6,68.0,4700,链家,"官方核验,精装,集中供暖,随时看房",0,0
昌平-回龙观-田园风光雅苑,南北,整租,2室1厅1卫,6,99.0,5300,链家,"官方核验,近地铁,精装,随时看房",0,0
朝阳-十里堡-京棉新城,西,合租,3居室,28,10.5,2660,自如,"公寓,精装,集中供暖,押一付一",0,1
顺义-顺义其它-北京乡村高尔夫别墅,南北,整租,7室2厅4卫,3,381.19,16000,链家,"官方核验,精装",0,2
海淀-学院路-逸成东苑,南,合租,3居室,22,12.2,3390,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
丰台-卢沟桥-晓月苑五里,东南,整租,2室1厅1卫,22,86.0,4200,链家,"官方核验,精装,随时看房",0,1
房山-良乡-西潞园一里,南,整租,1室1厅1卫,6,39.73,2000,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-甜水园-水碓子东路,南,整租,2室1厅1卫,5,60.78,7860,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
东城-和平里-和平里七区,南,整租,1室1厅1卫,6,45.83,5300,链家,"官方核验,集中供暖,随时看房",0,0
海淀-四季青-常青园一区,东,合租,3居室,14,9.0,3230,自如,"公寓,月租,精装,集中供暖,押一付一",1,0
东城-陶然亭-中海紫御公馆,西北,整租,1室2厅1卫,17,67.0,8000,链家,"官方核验,精装,集中供暖",0,1
石景山-鲁谷-远洋山水,南,整租,2室2厅1卫,26,118.25,7500,链家,"官方核验,精装,集中供暖,随时看房",0,1
亦庄开发区-亦庄-小康家园,南北,整租,3室1厅1卫,6,103.0,5300,链家,"官方核验,集中供暖,随时看房",0,0
顺义-顺义城-龙泉苑小区,南,合租,3居室,11,15.0,1500,宇昊公寓,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,0
昌平-霍营-华龙苑中里,南北,整租,2室1厅1卫,6,56.36,5200,链家,"官方核验,近地铁,集中供暖",0,0
昌平-北七家-名佳花园一区,南,合租,5居室,7,20.0,1930,自如,"公寓,精装,押一付一,随时看房",1,0
海淀-海淀北部新区-大牛坊三期,南,合租,3居室,10,11.2,2460,自如,"公寓,精装,押一付一",1,0
朝阳-朝阳门外-东大桥路,南,整租,1室1厅1卫,17,57.57,7590,自如,"公寓,精装,集中供暖,押一付一",1,1
朝阳-朝阳门外-芳草地北巷,东,合租,2居室,5,8.79,3530,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
亦庄开发区-亦庄-一品亦庄,南北,整租,2室1厅1卫,11,116.0,7500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-大望路-后现代城B区,南,整租,1室1厅1卫,14,63.15,7490,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-马甸-鼓楼外大街1、3号楼,东南,整租,1室1厅1卫,16,46.0,6500,链家,"官方核验,近地铁,精装,集中供暖",0,1
东城-崇文门-国瑞城中区,东,整租,2室1厅1卫,16,67.01,8500,链家,"官方核验,精装,集中供暖",0,1
海淀-牡丹园-龙翔路小区,北,合租,3居室,7,10.0,2588,中天置地,"公寓,随时看房",1,0
亦庄开发区-亦庄河西区-亦庄金茂府,南北,整租,3室2厅2卫,17,150.0,15500,链家,"官方核验,精装,集中供暖,双卫生间",0,1
房山-长阳-金隅糖,南西,整租,2房间1卫,14,47.0,2600,链家,"官方核验,精装,集中供暖",0,0
大兴-瀛海-德宏景苑东区,南,整租,2室1厅1卫,15,70.19,4730,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
亦庄开发区-亦庄-林肯公园C区,西南,整租,5房间2卫,21,165.0,12000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
西城-金融街-新文化街,东北,整租,3室1厅1卫,16,77.7,12800,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
朝阳-北苑-旭辉奥都,南,整租,3房间1卫,27,89.17,7200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
东城-和平里-和平新城一期,东,整租,1室1厅1卫,20,63.0,7248,自如,"公寓,月租,精装,押一付一,随时看房",0,1
西城-金融街-丰融园,东南北,整租,5室2厅3卫,8,219.5,60000,链家,"官方核验,近地铁,集中供暖",0,2
朝阳-望京-花家地小区,南北,整租,2室1厅1卫,6,55.03,5600,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-酒仙桥-驼房营南里,南,合租,3居室,6,8.35,2230,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
朝阳-健翔桥-华严北里小区,南,合租,3居室,18,10.76,3090,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
朝阳-垡头-翠成馨园B区,南,合租,4居室,6,18.7,2512,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
大兴-黄村中-清澄名苑北区,南,整租,2室1厅1卫,19,85.63,5200,链家,"官方核验,近地铁,集中供暖",0,1
海淀-军博-复兴路乙6号院,东,整租,2室1厅1卫,16,55.1,8960,自如,"公寓,精装,集中供暖,押一付一",0,1
朝阳-朝青-青年汇佳园,南北,整租,3室1厅2卫,14,118.0,10800,链家,"官方核验,业主自荐,近地铁,精装,双卫生间",0,0
顺义-马坡-中建宸庐,南北,整租,4室3厅3卫,10,115.21,8000,链家,"官方核验,精装,集中供暖",0,0
朝阳-望京-望京新城,西南,合租,3居室,27,11.7,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,1
昌平-天通苑-天通苑中苑,北,合租,4居室,7,13.0,2030,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,0
海淀-四季青-望河园,南,合租,3居室,17,8.8,3330,自如,"公寓,月租,精装,独立阳台,押一付一",1,1
通州-武夷花园-运河明珠,南北,整租,3室1厅2卫,29,153.0,8200,链家,"官方核验,近地铁,集中供暖,双卫生间",0,1
海淀-紫竹桥-西三环北路101号院,东南,整租,2室2厅1卫,16,55.6,6700,链家,"官方核验,近地铁,精装,集中供暖",0,1
顺义-顺义城-建新北区,南北,整租,2室1厅1卫,5,53.0,3000,链家,"官方核验,近地铁,精装,集中供暖",0,0
海淀-海淀北部新区-唐家岭新城,南,合租,3居室,19,11.0,2860,自如,"公寓,精装,押一付一,随时看房",0,1
亦庄开发区-亦庄-国融国际,北,整租,1室0厅1卫,21,33.0,2800,链家,"官方核验,近地铁,集中供暖",0,1
昌平-回龙观-融泽嘉园东一路8号院,南,整租,1室1厅1卫,28,66.0,6300,链家,"官方核验,精装,集中供暖,随时看房",0,1
通州-通州其它-融科千章墅,南北,整租,4室3厅4卫,4,392.14,32000,链家,官方核验,0,2
朝阳-豆各庄-富力又一城C区,南,整租,1房间1卫,18,56.0,4700,链家,"官方核验,近地铁,精装,集中供暖",0,1
顺义-顺义城-石景苑,东南,整租,2室1厅1卫,15,97.0,3800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-亚运村小营-育慧里二区,南北,整租,3室1厅1卫,6,88.35,9500,链家,"官方核验,精装,集中供暖,随时看房",0,0
朝阳-双井-双花园西里,南,合租,3居室,6,12.4,2930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
大兴-黄村火车站-车站北里,南,整租,2室1厅1卫,6,58.24,3860,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
昌平-沙河-豆各庄小区,南,合租,4居室,5,16.0,2160,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
西城-天宁寺-天宁寺前街南里,西,整租,1室1厅1卫,5,39.45,5000,链家,"官方核验,业主自荐,近地铁,集中供暖",0,0
西城-月坛-三里河北街5号院,西北,整租,1室1厅1卫,18,47.8,8000,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-南沙滩-南沙滩小区,南北,整租,2室1厅1卫,6,53.28,6000,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-双井-时代国际嘉园,南,整租,2室1厅1卫,21,109.6,10300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
海淀-公主坟-普惠南里,南,整租,1室1厅1卫,6,41.1,5300,链家,"官方核验,集中供暖,随时看房",0,0
昌平-东关-水关新村,南,整租,2室1厅1卫,6,56.34,3200,链家,"官方核验,精装,集中供暖",0,0
朝阳-健翔桥-安翔里小区,南北,整租,2室1厅1卫,14,87.06,8600,链家,"官方核验,精装,集中供暖,随时看房",0,0
朝阳-望京-南湖东园一区,南,整租,2室1厅2卫,7,108.0,8303,自如,"公寓,近地铁,精装,集中供暖,押一付一,双卫生间,随时看房",0,0
朝阳-红庙-延静里中街,南,整租,2室1厅1卫,4,40.5,6200,链家,"官方核验,近地铁,精装,集中供暖",0,0
丰台-马家堡-星河城西区,东北,合租,3居室,17,12.5,2830,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一",0,1
朝阳-望京-世安家园,东,整租,2室1厅1卫,24,84.0,7000,链家,"官方核验,精装,集中供暖",0,1
朝阳-朝阳公园-观湖国际,东南,整租,2室2厅2卫,28,144.0,16000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
朝阳-石佛营-八里庄北里小区,东南,整租,1室1厅1卫,18,47.17,5460,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
海淀-清河-橡树湾三期,南北,整租,3室2厅2卫,18,157.0,16000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
亦庄开发区-通州-融创亦庄壹号,北,合租,3居室,18,7.0,2175,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,1
昌平-回龙观-流星花园二区,南,合租,3居室,6,69.3,4490,自如,"公寓,独立卫生间,精装,独立阳台,押一付一,随时看房",1,0
朝阳-双桥-朝阳旺角,南北,整租,2室1厅2卫,6,102.44,5500,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-双桥-华美橡树岭,东,整租,1房间1卫,6,49.39,3200,链家,"官方核验,精装,集中供暖,随时看房",0,0
昌平-天通苑-天通苑东三区,北,合租,4居室,7,15.0,2060,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
朝阳-CBD-光辉南里,南,整租,1室1厅1卫,6,39.68,5000,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-潘家园-弘善家园,东,整租,2室1厅1卫,28,70.8,6560,自如,"公寓,精装,押一付一",1,1
海淀-清河-怡清园,东西,整租,2室1厅1卫,6,92.0,7000,链家,"官方核验,近地铁,集中供暖",0,0
石景山-鲁谷-久筑物业,东,整租,1室1厅1卫,15,60.0,4600,链家,"官方核验,精装,集中供暖",0,1
海淀-苏州桥-中关村公馆,北,整租,2房间1卫,15,40.75,8260,自如,"公寓,近地铁,精装,集中供暖,押一付一",0,1
顺义-顺义城-石景苑,东南,整租,2室1厅1卫,15,100.0,4200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-石佛营-炫特嘉园二期,北,整租,1室1厅1卫,28,41.31,5060,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-国展-左家庄北里,南北,整租,2室1厅1卫,6,55.07,7000,链家,"官方核验,月租,近地铁,精装,集中供暖",0,0
大兴-瀛海-中海寰宇时代,南北,整租,3室1厅1卫,15,88.16,6500,链家,"官方核验,近地铁,精装,集中供暖",0,1
西城-德胜门-邱家胡同,南北,整租,2室1厅1卫,6,60.5,7800,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-朝青-国美第一城3号院,西南,整租,2室2厅1卫,27,89.0,6700,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-亚运村-慧忠里C区,南北,整租,1室1厅1卫,6,46.83,5900,链家,"官方核验,精装,集中供暖",0,0
大兴-高米店-康庄路23号院,东,合租,4居室,18,10.99,1790,自如,"公寓,近地铁,精装,押一付一",0,1
房山-良乡-四合巷小区,南,整租,2室1厅1卫,6,57.05,2500,链家,"官方核验,精装,集中供暖",0,0
朝阳-劲松-农光里,南北,整租,1室1厅1卫,6,59.0,5000,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-朝青-国美第一城2号院,西南,合租,4居室,27,7.3,2290,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
丰台-蒲黄榆-蒲黄榆三里,南,整租,2室1厅1卫,12,50.5,5760,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-双井-百环家园,北,整租,1室1厅1卫,27,58.23,6200,链家,"官方核验,精装,集中供暖",0,1
丰台-草桥-玺萌丽苑,北,整租,1室1厅1卫,24,28.33,4130,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
朝阳-定福庄-泰福苑D1区,南,合租,3居室,27,15.0,2760,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0,1
顺义-马坡-首开中晟广场,南,整租,2房间1卫,10,57.0,2800,链家,"官方核验,精装,集中供暖",0,0
朝阳-垡头-燕保祈东家园二期,南,整租,2室1厅1卫,28,80.0,4800,链家,"官方核验,精装,集中供暖",0,1
房山-长阳-芭蕾雨悦都南区,南,合租,3居室,9,17.8,2760,自如,"公寓,独立卫生间,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
顺义-后沙峪-清岚花园回民营一区,南北,整租,3室1厅1卫,6,102.2,4000,链家,"官方核验,随时看房",0,0
通州-乔庄-玉桥北里,南北,整租,2室1厅1卫,6,60.0,3100,链家,"官方核验,集中供暖,随时看房",0,0
顺义-顺义城-胜利小区,南,合租,5居室,6,10.1,1460,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
海淀-西山-门头馨园,南,整租,2室1厅1卫,6,89.0,7490,自如,"公寓,精装,押一付一,随时看房",1,0
丰台-方庄-紫芳园三区,东南北,整租,2室1厅1卫,19,118.0,12000,链家,"官方核验,集中供暖",0,1
顺义-顺义其它-空港国际,东,整租,1室1厅1卫,14,53.7,3630,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-四惠-通惠家园,南,整租,2室1厅1卫,9,98.15,8460,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-定福庄-福盈家园,南,整租,2室1厅1卫,20,73.55,6430,自如,"公寓,精装,押一付一,随时看房",0,1
东城-广渠门-广渠家园,西,整租,2室2厅1卫,29,71.27,6300,链家,"官方核验,精装,集中供暖,随时看房",0,1
石景山-苹果园-西山麓园,南北,整租,2室1厅1卫,18,80.0,6000,链家,"官方核验,精装,集中供暖",0,1
海淀-苏州桥-海淀南路,南北,整租,3室1厅1卫,12,70.0,13500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
通州-武夷花园-运河湾北区,南,整租,2室1厅1卫,32,88.0,5000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
昌平-北七家-王府温馨公寓,北,合租,4居室,6,9.75,1390,自如,"公寓,精装,集中供暖,押一付一",0,0
石景山-古城-古城北路,东,整租,2室1厅1卫,6,43.35,5159,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
房山-良乡-旭辉E天地,南,整租,2房间1卫,14,37.0,2500,链家,"官方核验,精装,集中供暖",0,0
西城-宣武门-海格国际,北,整租,1室0厅1卫,19,50.01,6933,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-中央别墅区-康营家园二十九区,南,合租,3居室,11,11.7,1862,自如,"公寓,月租,精装,押一付一,随时看房",0,0
朝阳-亚运村小营-育慧里二区,南,整租,2室1厅1卫,6,59.75,6730,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
西城-月坛-月坛北街,南北,整租,2室1厅1卫,11,56.2,9000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-双井-富力城C区,南,整租,2室1厅2卫,25,118.52,16000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
朝阳-劲松-农光东里,东西,整租,2室1厅1卫,6,57.62,5600,链家,"官方核验,近地铁,精装,集中供暖",0,0
西城-阜成门-百万庄7号院,南,整租,1室1厅1卫,5,36.0,6200,链家,"官方核验,精装,集中供暖",0,0
朝阳-常营-北京新天地二期,南,整租,2室2厅1卫,28,97.56,6700,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-朝阳公园-泛海国际香海园,南北,整租,2室2厅2卫,18,146.41,22000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
朝阳-朝阳公园-泛海国际碧海园,南北,整租,2室2厅2卫,18,143.93,23000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
密云-鼓楼街道-沿湖小区南区,南,整租,3室2厅2卫,7,95.0,2300,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-四惠-壹线国际,南,整租,1室0厅1卫,6,45.0,5400,链家,"官方核验,精装,集中供暖,随时看房",0,0
顺义-后沙峪-金地中央世家,南,整租,2房间2卫,11,44.5,3400,链家,"官方核验,精装,集中供暖,双卫生间",0,0
西城-西单-天安国汇,北,整租,2室2厅3卫,17,254.95,68000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,2
