地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选,Cluster
朝阳-东大桥-关东店北街,南,合租,2居室,18,13.7,3790,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
东城-建国门内-赵堂子胡同,北,合租,4居室,7,12.0,2400,中天置地,"公寓,精装,随时看房",1,0
昌平-西三旗-旗胜家园,北,合租,3居室,16,9.0,2360,自如,"公寓,精装,押一付一",1,1
朝阳-亚运村小营-嘉铭桐城D区,南北,整租,2室1厅1卫,15,120.0,13000,链家,"官方核验,近地铁,精装,随时看房",0,1
昌平-东关-红石座,东北,整租,1房间1卫,6,67.36,3300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-望京-青年报社公寓,南,合租,5居室,21,15.0,2500,无忧吾寓,"租住保障,月租,精装,集中供暖",1,1
西城-月坛-建邦礼仕阁,西,整租,1室1厅1卫,10,86.0,15500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
海淀-万柳-新起点嘉园,北,整租,1室1厅1卫,19,62.66,7860,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
朝阳-望京-望京西园一区,南,合租,3居室,6,15.0,2400,无忧吾寓,"租住保障,月租,近地铁,精装",0,0
朝阳-朝阳公园-泛海国际碧海园,南北,整租,3室2厅2卫,18,187.0,29000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
大兴-旧宫-东亚五环国际,南北,整租,1房间1卫,19,123.0,8000,链家,"官方核验,集中供暖",0,1
通州-梨园-新通国际花园,南北,整租,2室1厅1卫,28,86.26,5200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
海淀-苏州桥-万泉庄小区,西,整租,1室1厅1卫,6,47.2,6327,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0,0
西城-木樨地-白云观,南,整租,1室1厅1卫,6,47.6,5400,链家,"官方核验,集中供暖,随时看房",0,0
海淀-清河-橡树湾四期,南西,整租,2室1厅1卫,20,101.07,12000,链家,"官方核验,精装,集中供暖",0,1
通州-九棵树(家乐福)-龙湖花盛香醍,南北,整租,4室2厅3卫,8,227.4,15000,链家,"官方核验,精装,集中供暖",0,0
朝阳-四惠-住邦2000,南,整租,1室0厅0卫,22,109.0,12000,链家,"官方核验,近地铁,集中供暖",0,1
海淀-双榆树-双榆树东里,南,整租,2室1厅1卫,6,53.0,7300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-亚运村小营-干杨树,南,整租,2室1厅1卫,20,74.96,9190,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
昌平-回龙观-田园风光雅苑,北,合租,3居室,6,9.0,2060,自如,"公寓,近地铁,精装,押一付一",0,0
朝阳-朝阳公园-瞰都国际,东,整租,1室1厅1卫,27,61.0,7200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
昌平-沙河-北街家园七区,北,合租,3居室,18,9.5,1660,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-奥林匹克公园-领地OFFICE,北,整租,1室1厅1卫,16,61.5,5600,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
海淀-小西天-志强北园,南,合租,3居室,6,18.7,4130,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
顺义-顺义其它-鹭峯国际,南,整租,4房间2卫,14,133.0,5500,链家,"官方核验,精装,集中供暖,双卫生间",0,0
密云-鼓楼街道-世纪家园,西南,整租,2室1厅1卫,20,102.09,2300,链家,"官方核验,集中供暖",0,1
朝阳-首都机场-机场南路东里,南北,整租,2室1厅1卫,6,80.0,3900,链家,"官方核验,精装,集中供暖,随时看房",0,0
房山-良乡-首创伊林郡一期,南北,整租,3室2厅2卫,18,126.57,4900,链家,"官方核验,精装,双卫生间",0,1
海淀-公主坟-普惠南里,西南,整租,1室1厅1卫,20,51.0,6800,链家,"官方核验,精装,集中供暖",0,1
丰台-科技园区-富锦嘉园四区,北,整租,2室1厅1卫,7,88.81,6160,自如,"公寓,精装,押一付一",0,0
房山-良乡-新建巷小区,南,整租,2室1厅1卫,5,51.83,1900,链家,"官方核验,集中供暖,随时看房",0,0
海淀-五道口-成府路20号院,北,合租,3居室,5,7.8,3290,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,0
丰台-马家堡-嘉园一里,东南,合租,3居室,22,14.0,2973,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1,1
石景山-苹果园-苹果园小区二区,东南,整租,2室1厅1卫,16,58.44,5000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
通州-北关-天赐良园一期,南北,整租,2室1厅1卫,7,96.0,5600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
海淀-五棵松-永定路57号院,南,整租,2室1厅1卫,15,64.0,6760,自如,"公寓,精装,集中供暖,押一付一",1,1
昌平-北七家-望都家园,南,合租,5居室,7,14.5,1690,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
朝阳-三元桥-凤凰城三期,南,整租,2室2厅2卫,31,115.25,22900,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
朝阳-欢乐谷-紫南家园北区,西南,整租,1室1厅1卫,7,66.22,7000,链家,"官方核验,近地铁,精装,集中供暖",0,0
东城-安定门-永康胡同5号院,南,整租,2室1厅1卫,5,50.72,7890,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
海淀-西二旗-燕尚园,南,整租,3室2厅2卫,8,132.0,12000,链家,"官方核验,精装,双卫生间,随时看房",0,0
朝阳-高碑店-富华家园,西,合租,4居室,24,12.4,2330,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
通州-北关-天赐良园一期,南,合租,3居室,7,8.1,2030,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
大兴-义和庄-万科天地,西北,整租,4房间2卫,13,81.7,5800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,0
昌平-回龙观-万橡悦府二期,南北,整租,2室1厅1卫,10,71.0,6800,链家,"官方核验,近地铁,精装,集中供暖",0,0
房山-良乡-四合巷小区,南,整租,2室2厅1卫,6,75.0,3200,链家,"官方核验,精装,集中供暖",0,0
朝阳-东坝-汇景苑二区,南北,整租,2室1厅1卫,29,80.0,5200,链家,"官方核验,精装,集中供暖,随时看房",0,1
海淀-马连洼-圆明园西路2号院,南,合租,3居室,6,17.4,3410,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-建国门外-东方瑞景,东,整租,1室1厅1卫,27,87.03,9800,链家,"官方核验,精装,集中供暖,随时看房",0,1
丰台-角门-怡然家园6号院,北,合租,3居室,11,11.71,2530,自如,"公寓,近地铁,精装,押一付一,随时看房",0,0
顺义-中央别墅区-莲竹馨晴,南北,整租,3室1厅2卫,10,157.17,7800,链家,"官方核验,近地铁,集中供暖,押一付一,双卫生间",0,0
西城-菜户营-乐城,西,合租,3居室,24,8.5,2730,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0,1
朝阳-小红门-江南山水,南北,整租,3室1厅2卫,12,120.0,8000,链家,"官方核验,集中供暖,双卫生间",0,0
通州-北关-金地格林格林,北,合租,3居室,13,6.94,1590,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
西城-官园-前半壁街35号院,南,整租,1室1厅1卫,13,40.0,7071,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-北苑-筑华年,北,合租,3居室,14,6.8,1990,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
通州-九棵树(家乐福)-K2玉蘭湾,南北,整租,4室2厅3卫,27,162.0,21000,链家,"官方核验,近地铁,精装,集中供暖",0,1
顺义-后沙峪-北京方糖,北,整租,3房间2卫,8,59.3,4800,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
丰台-刘家窑-贾家花园15号院,东南北,整租,2室2厅2卫,27,126.15,8300,链家,"官方核验,精装,双卫生间,随时看房",0,1
海淀-公主坟-普惠南里,东南南,整租,2室1厅1卫,20,65.2,6800,链家,"官方核验,集中供暖,随时看房",0,1
朝阳-亚运村-保利金泉,南,整租,1室1厅1卫,30,77.43,8800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
顺义-顺义城-裕龙西区,南北,整租,3室1厅2卫,6,128.99,5000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-管庄-建东苑,南北,整租,3室2厅1卫,6,109.95,6000,链家,"官方核验,精装,随时看房",0,0
海淀-四季青-绿波漫板,南北,整租,3室2厅2卫,7,154.0,15500,链家,"官方核验,近地铁,精装,双卫生间",0,0
朝阳-红庙-呼家楼新苑,东南,整租,2室1厅1卫,20,84.0,8198,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,1
朝阳-团结湖-六里屯西里,南北,整租,3室1厅1卫,6,56.63,6500,链家,"官方核验,近地铁,精装,集中供暖",0,0
丰台-草桥-草桥欣园18号院,南北,整租,3室1厅1卫,6,94.0,8000,链家,"官方核验,精装,集中供暖,随时看房",0,0
西城-金融街-丰侨公寓,东,整租,1室1厅1卫,22,68.11,12000,链家,"官方核验,近地铁,精装,集中供暖",0,1
通州-北关-世界侨商中心,南,整租,1室1厅1卫,27,62.89,4500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
海淀-万寿路-万寿路西街11号院,南,合租,3居室,6,11.0,2907,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,0
丰台-方庄-芳古园二区,东,整租,2室1厅2卫,22,103.0,8500,链家,"官方核验,近地铁,双卫生间,随时看房",0,1
海淀-田村-西山国际城,南,合租,4房间2卫,6,11.5,3090,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
顺义-顺义城-金汉绿港二区,南北,整租,3室2厅2卫,11,142.17,5800,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,0
朝阳-甜水园-六里屯北里,西,整租,2室1厅1卫,6,54.32,6100,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-亚运村-慧忠北里第二社区,南,合租,3居室,6,14.3,3130,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
朝阳-惠新西街-世纪嘉园,西南,整租,4室1厅2卫,28,190.11,16600,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,1
朝阳-十里堡-八里庄南里,南北,整租,2室1厅1卫,6,60.0,5800,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
大兴-旧宫-美然绿色家园,东南,整租,2室1厅1卫,9,89.0,5700,链家,"官方核验,精装,集中供暖,随时看房",0,0
大兴-枣园-首邑溪谷,南,合租,3居室,16,16.66,1990,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
丰台-洋桥-角门11号院,南,整租,2室1厅1卫,16,64.07,7889,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
石景山-鲁谷-重聚园,南北,整租,2室2厅1卫,16,111.3,6300,链家,"官方核验,集中供暖,随时看房",0,1
大兴-黄村火车站-泰禾中央广场,南,合租,4居室,9,11.7,1960,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
大兴-义和庄-万科天地,东,整租,4房间1卫,13,56.5,4000,链家,"官方核验,近地铁,精装,集中供暖",0,0
密云-鼓楼街道-百合园,南北,整租,3室1厅1卫,6,92.08,2300,链家,"官方核验,精装,集中供暖",0,0
密云-鼓楼街道-久润花园西区,南北,整租,1室1厅1卫,11,37.97,1500,链家,"官方核验,精装,集中供暖",0,0
丰台-马家堡-7克拉,西,整租,1房间1卫,13,45.76,4900,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-双井-富力城D区,南,整租,3室2厅2卫,26,138.47,15000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
朝阳-大望路-金茂府东区,南,整租,2房间1卫,24,76.83,11300,链家,"官方核验,精装,集中供暖,随时看房",0,1
东城-东花市-花市枣苑三期,北,整租,2室1厅1卫,17,94.07,10350,链家,"官方核验,近地铁,精装,随时看房",0,1
顺义-后沙峪-后沙峪新村,南北,整租,3室1厅2卫,15,114.0,5000,链家,"官方核验,集中供暖,双卫生间,随时看房",0,1
大兴-旧宫-东亚五环国际,东,整租,1房间1卫,19,36.0,3200,链家,"官方核验,集中供暖",0,1
海淀-海淀北部新区-图景嘉园,南北,整租,3室1厅1卫,17,86.0,7000,链家,"官方核验,随时看房",0,1
丰台-科技园区-中海御鑫阁,南北,整租,2室1厅1卫,20,91.26,9100,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
门头沟-上岸地铁-西长安壹号,东,合租,4房间2卫,20,18.0,2100,弘远公寓,"公寓,独立卫生间,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,1
朝阳-望京-南湖东园一区,南,合租,3居室,28,25.0,2400,无忧吾寓,"租住保障,月租,近地铁,精装,独立阳台,集中供暖",1,1
丰台-木樨园-慧时欣园一期,南,整租,2室1厅1卫,25,91.27,6000,链家,"官方核验,精装,随时看房",0,1
朝阳-豆各庄-扬州水乡,南北,整租,3室1厅1卫,5,134.79,6800,链家,"官方核验,近地铁,精装",0,0
朝阳-双井-双花园南里,南北,整租,2室1厅1卫,6,57.04,6200,链家,"官方核验,精装,集中供暖,随时看房",0,0
昌平-东关-京科苑,南北,整租,2室1厅1卫,6,73.0,4100,链家,"官方核验,集中供暖",0,0
朝阳-华威桥-龙头公寓,南,整租,1室1厅1卫,20,69.85,6868,链家,"官方核验,月租,近地铁,精装,集中供暖,随时看房",0,1
石景山-鲁谷-远洋山水,南北,整租,3室2厅2卫,18,145.85,13800,链家,"官方核验,精装,集中供暖,双卫生间",0,1
房山-长阳-原香小镇二区,南北,整租,3室2厅2卫,6,146.0,4600,链家,"官方核验,精装,双卫生间,随时看房",0,0
昌平-天通苑-天通苑东三区,南北,整租,1室1厅1卫,6,63.0,4300,链家,"官方核验,近地铁,集中供暖",0,0
海淀-学院路-学知园,西,合租,4居室,18,15.0,2600,温馨亿家,"公寓,月租,近地铁,精装,随时看房",1,1
丰台-科技园区-宝隆温泉公寓,东,整租,1室1厅1卫,31,61.12,4300,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
西城-六铺炕-塔院胡同,南,整租,2室1厅1卫,6,55.2,6830,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-高碑店-金隅泰和园,南北,整租,2室1厅1卫,11,75.12,6400,链家,"官方核验,精装,集中供暖,随时看房",0,0
顺义-顺义其它-金地未未来,南,整租,4房间1卫,10,58.0,3500,链家,"官方核验,精装,集中供暖",0,0
朝阳-太阳宫-红玺台,南北,整租,4室3厅3卫,25,310.0,50000,链家,"官方核验,精装,集中供暖",0,2
丰台-菜户营-丽新嘉园南区,南,整租,1室1厅1卫,28,64.0,6400,链家,"官方核验,集中供暖",0,1
西城-月坛-三里河二区,南,整租,1室1厅1卫,4,36.0,7300,链家,"官方核验,近地铁,精装,集中供暖",0,0
房山-长阳-绿地花都苑,南,整租,2室1厅1卫,11,85.6,3400,链家,"官方核验,精装,集中供暖,随时看房",0,0
昌平-回龙观-北回归线,北,整租,1房间1卫,7,45.0,3900,链家,"官方核验,近地铁,精装,随时看房",0,0
朝阳-望京-大西洋新城D区,南北,整租,3室2厅2卫,22,150.77,14500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
密云-溪翁庄镇-观唐云鼎,南,整租,3室2厅3卫,4,189.38,18000,链家,"官方核验,精装,集中供暖",0,0
亦庄开发区-亦庄-郁金香舍,南,整租,2室1厅1卫,5,92.3,6500,链家,"官方核验,精装,集中供暖",0,0
朝阳-望京-朝庭,东南,合租,4居室,27,22.45,4000,住呗公寓北京,"公寓,独立卫生间,精装",0,1
朝阳-望京-花家地西里一区,北,合租,4居室,12,12.0,1680,无忧吾寓,"租住保障,月租,随时看房",0,0
大兴-枣园-首邑上城,南北,整租,3室2厅2卫,16,133.0,8500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
昌平-回龙观-龙锦苑六区,南北,整租,2室1厅1卫,6,84.0,5300,链家,"官方核验,近地铁,随时看房",0,0
西城-宣武门-富卓花园,南北,整租,3室2厅2卫,18,155.23,34000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
丰台-菜户营-首创天阅公馆,南,整租,2房间1卫,37,100.0,14000,链家,"官方核验,近地铁,精装,集中供暖,押一付一",0,1
东城-朝阳门内-仓南胡同12号院,南,整租,1室1厅1卫,6,47.66,8059,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
朝阳-双桥-北花园小区3号院,南,整租,1室1厅1卫,29,51.0,5130,自如,"公寓,精装,集中供暖,押一付一",1,1
丰台-马家堡-冬季星空,北,整租,1室1厅1卫,21,63.93,6200,链家,"官方核验,业主自荐,近地铁,精装,集中供暖",0,1
海淀-海淀北部新区-六里屯五区,南,合租,3居室,9,14.3,3160,自如,"公寓,精装,独立阳台,押一付一,随时看房",1,0
海淀-马连洼-博雅西园,南北,整租,3室2厅2卫,9,158.0,16000,链家,"官方核验,精装,集中供暖,双卫生间",0,0
门头沟-滨河西区-绮霞苑,南北,整租,3室1厅2卫,12,118.9,5300,链家,"官方核验,集中供暖,双卫生间,随时看房",0,0
朝阳-管庄-华龙美树,北,整租,1室1厅1卫,19,36.76,4660,自如,"公寓,精装,押一付一",1,1
通州-果园-苏荷时代,南,整租,1室1厅1卫,18,42.47,3930,自如,"公寓,精装,押一付一,随时看房",1,1
石景山-苹果园-西山奥园,南北,整租,2室1厅1卫,12,77.0,5500,链家,"官方核验,集中供暖",0,0
通州-马驹桥-东亚瑞晶苑,南北,整租,2室1厅1卫,21,77.1,4100,链家,"官方核验,精装,集中供暖,随时看房",0,1
海淀-军博-北蜂窝103号院,南,整租,1室1厅1卫,6,40.0,5930,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
通州-临河里-海棠湾一期,西南,整租,2室2厅1卫,27,89.48,5500,链家,"官方核验,精装,集中供暖,随时看房",0,1
通州-通州其它-后北营家园,南,整租,1室1厅1卫,26,56.0,2900,链家,"官方核验,集中供暖",0,1
